0,1,2
136,YBL050W,1
137,YBL051C,0
138,YBL052C,0
139,YBL053W,0
140,YBL054W,0
141,YBL056W,0
142,YBL058W,0
143,YBL059W,0
144,YBL061C,0
145,YBL063W,0
146,YBL064C,0
147,YBL065W,0
148,YBL066C,0
149,YBL067C,0
150,YBL068W,0
151,YBL071C,0
152,YBL072C,0
153,YBL074C,1
154,YBL075C,0
155,YBL076C,1
156,YBL078C,0
157,YBL079W,0
158,YBL080C,0
159,YBL081W,0
160,YBL082C,0
161,YBL084C,1
162,YBL085W,0
163,YBL086C,0
164,YBL088C,0
165,YBL089W,0
166,YBL090W,0
167,YBL091C,0
168,YBL092W,1
169,YBL093C,0
170,YBL094C,0
171,YBL095W,0
172,YBL097W,1
173,YBL098W,0
174,YBL099W,0
175,YBL100C,0
176,YBL100W-A,0
177,YBL101C,0
178,YBL102W,1
179,YBL103C,0
180,YBL104C,0
181,YBL105C,1
182,YBL106C,0
183,YBL107C,0
184,YBL108W,0
185,YBL112C,0
186,YBL113C,0
187,YBR001C,0
188,YBR003W,0
189,YBR004C,1
190,YBR006W,0
191,YBR007C,0
192,YBR008C,0
193,YBR010W,0
194,YBR011C,1
195,YBR012C,0
196,YBR012W-B,0
197,YBR013C,0
198,YBR014C,0
199,YBR015C,0
200,YBR017C,0
201,YBR018C,0
202,YBR019C,0
203,YBR020W,0
204,YBR021W,0
205,YBR023C,0
206,YBR024W,1
207,YBR025C,0
208,YBR027C,0
209,YBR028C,0
210,YBR029C,1
211,YBR033W,0
212,YBR034C,0
213,YBR035C,0
214,YBR036C,0
215,YBR037C,0
216,YBR038W,1
217,YBR039W,0
218,YBR040W,0
219,YBR041W,0
220,YBR042C,0
221,YBR043C,0
222,YBR044C,0
223,YBR045C,0
224,YBR047W,0
225,YBR049C,1
226,YBR050C,0
227,YBR052C,0
228,YBR053C,0
229,YBR054W,0
230,YBR055C,1
231,YBR056W,0
232,YBR057C,0
233,YBR058C,0
234,YBR058C-A,1
235,YBR059C,0
236,YBR060C,1
237,YBR061C,0
238,YBR063C,0
239,YBR064W,0
240,YBR065C,0
241,YBR066C,0
242,YBR067C,0
243,YBR068C,0
244,YBR069C,0
245,YBR070C,1
246,YBR072W,0
247,YBR073W,0
248,YBR074W,0
249,YBR076W,0
250,YBR077C,0
251,YBR078W,0
252,YBR079C,1
253,YBR080C,1
254,YBR081C,0
255,YBR082C,0
256,YBR083W,0
257,YBR084W,0
258,YBR085W,0
259,YBR086C,0
260,YBR087W,1
261,YBR088C,1
262,YBR089C-A,1
263,YBR089W,1
264,YBR090C,0
265,YBR091C,1
266,YBR093C,0
267,YBR094W,0
268,YBR095C,0
269,YBR096W,0
270,YBR097W,0
271,YBR098W,0
272,YBR099C,0
273,YBR101C,0
274,YBR102C,1
275,YBR103W,0
276,YBR105C,0
277,YBR106W,1
278,YBR107C,0
279,YBR108W,0
280,YBR109C,1
281,YBR109W-A,0
282,YBR110W,1
283,YBR111W-A,0
284,YBR112C,1
285,YBR113W,0
286,YBR114W,0
287,YBR115C,0
288,YBR116C,0
289,YBR117C,0
290,YBR118W,0
291,YBR119W,0
292,YBR120C,0
293,YBR121C,1
294,YBR122C,0
295,YBR123C,1
296,YBR124W,1
297,YBR125C,0
298,YBR126C,0
299,YBR127C,0
300,YBR128C,0
301,YBR129C,0
302,YBR130C,0
303,YBR131W,0
304,YBR132C,0
305,YBR133C,0
306,YBR134W,0
307,YBR135W,1
308,YBR136W,1
309,YBR137W,0
310,YBR138C,0
311,YBR139W,0
312,YBR140C,1
313,YBR141C,0
314,YBR142W,1
315,YBR143C,1
316,YBR144C,0
317,YBR145W,0
318,YBR146W,0
319,YBR149W,0
320,YBR150C,0
321,YBR152W,1
322,YBR154C,1
323,YBR155W,1
324,YBR156C,0
325,YBR157C,0
326,YBR158W,1
327,YBR159W,0
328,YBR160W,1
329,YBR161W,0
330,YBR162C,0
331,YBR162W-A,0
332,YBR163W,0
333,YBR166C,0
334,YBR167C,1
335,YBR168W,1
336,YBR169C,0
337,YBR170C,0
338,YBR171W,0
339,YBR172C,0
340,YBR173C,0
341,YBR174C,0
342,YBR175W,0
343,YBR176W,0
344,YBR177C,0
345,YBR178W,0
346,YBR179C,0
347,YBR180W,0
348,YBR182C,0
349,YBR183W,0
350,YBR184W,0
351,YBR185C,0
352,YBR186W,0
353,YBR187W,0
354,YBR188C,0
355,YBR190W,1
356,YBR192W,1
357,YBR193C,1
358,YBR194W,0
359,YBR195C,0
360,YBR196C,1
361,YBR197C,0
362,YBR198C,1
363,YBR199W,0
364,YBR200W,1
365,YBR201W,0
366,YBR202W,1
367,YBR203W,0
368,YBR204C,0
369,YBR205W,0
370,YBR207W,0
371,YBR208C,0
372,YBR209W,0
373,YBR211C,1
374,YBR212W,0
375,YBR213W,0
376,YBR214W,0
377,YBR215W,0
378,YBR216C,0
379,YBR217W,0
380,YBR218C,0
381,YBR219C,0
382,YBR220C,0
383,YBR221C,0
384,YBR222C,0
385,YBR223C,0
386,YBR225W,0
387,YBR226C,0
388,YBR227C,0
389,YBR228W,0
390,YBR229C,0
391,YBR230C,0
392,YBR231C,0
393,YBR233W,0
394,YBR234C,1
395,YBR235W,0
396,YBR236C,1
397,YBR237W,1
398,YBR238C,0
399,YBR239C,0
400,YBR240C,0
401,YBR241C,0
402,YBR242W,0
403,YBR243C,1
404,YBR244W,0
405,YBR245C,0
406,YBR246W,0
407,YBR247C,1
408,YBR248C,0
409,YBR249C,0
410,YBR250W,0
411,YBR251W,0
412,YBR252W,1
413,YBR253W,1
414,YBR254C,1
415,YBR255W,0
416,YBR257W,1
417,YBR258C,0
418,YBR260C,0
419,YBR261C,0
420,YBR262C,0
421,YBR263W,0
422,YBR264C,0
423,YBR265W,1
424,YBR266C,0
425,YBR267W,0
426,YBR269C,0
427,YBR270C,0
428,YBR271W,0
429,YBR272C,0
430,YBR273C,0
431,YBR274W,0
432,YBR275C,0
433,YBR276C,0
434,YBR277C,0
435,YBR278W,0
436,YBR279W,0
437,YBR280C,0
438,YBR281C,0
439,YBR282W,0
440,YBR283C,0
441,YBR284W,0
442,YBR285W,0
443,YBR286W,0
444,YBR287W,0
445,YBR288C,0
446,YBR289W,0
447,YBR290W,0
448,YBR291C,0
449,YBR293W,0
450,YBR295W,0
451,YBR296C,0
452,YBR298C,0
453,YBR299W,0
454,YBR300C,0
455,YBR301W,0
456,YBR302C,0
457,YCL004W,1
458,YCL005W,0
459,YCL007C,0
460,YCL008C,0
461,YCL009C,0
462,YCL010C,0
463,YCL011C,0
464,YCL014W,0
465,YCL016C,0
466,YCL017C,1
467,YCL018W,0
468,YCL019W,0
469,YCL020W,0
470,YCL023C,0
471,YCL024W,0
472,YCL025C,0
473,YCL026C-A,0
474,YCL027W,0
475,YCL028W,1
476,YCL029C,0
477,YCL030C,0
478,YCL031C,1
479,YCL032W,0
480,YCL033C,0
481,YCL034W,0
482,YCL035C,0
483,YCL036W,0
484,YCL037C,0
485,YCL038C,0
486,YCL039W,0
487,YCL040W,0
488,YCL042W,0
489,YCL043C,1
490,YCL044C,0
491,YCL045C,0
492,YCL046W,0
493,YCL048W,0
494,YCL049C,0
495,YCL050C,0
496,YCL051W,0
497,YCL052C,1
498,YCL054W,1
499,YCL055W,0
500,YCL056C,0
501,YCL057W,0
502,YCL058C,0
503,YCL059C,1
504,YCL061C,0
505,YCL063W,0
506,YCL064C,0
507,YCL065W,0
508,YCL069W,0
509,YCL073C,0
510,YCL076W,0
511,YCR001W,0
512,YCR002C,0
513,YCR003W,0
514,YCR004C,0
515,YCR005C,0
516,YCR007C,0
517,YCR008W,0
518,YCR009C,0
519,YCR010C,0
520,YCR011C,0
521,YCR012W,1
522,YCR014C,0
523,YCR015C,0
524,YCR016W,0
525,YCR020C-A,0
526,YCR021C,0
527,YCR022C,0
528,YCR023C,0
529,YCR024C,0
530,YCR024C-A,0
531,YCR027C,0
532,YCR028C,0
533,YCR028C-A,0
534,YCR030C,0
535,YCR033W,0
536,YCR034W,0
537,YCR035C,1
538,YCR036W,0
539,YCR037C,0
540,YCR038C,0
541,YCR039C,1
542,YCR040W,0
543,YCR041W,0
544,YCR042C,1
545,YCR044C,0
546,YCR045C,0
547,YCR046C,0
548,YCR047C,0
549,YCR048W,0
550,YCR050C,0
551,YCR052W,1
552,YCR053W,0
553,YCR054C,1
554,YCR057C,1
555,YCR059C,0
556,YCR060W,0
557,YCR061W,0
558,YCR063W,0
559,YCR065W,0
560,YCR066W,0
561,YCR067C,0
562,YCR068W,0
563,YCR071C,0
564,YCR072C,1
565,YCR073C,0
566,YCR075C,0
567,YCR076C,0
568,YCR077C,0
569,YCR079W,0
570,YCR081W,0
571,YCR082W,0
572,YCR084C,0
573,YCR086W,0
574,YCR087C-A,0
575,YCR087W,0
576,YCR088W,1
577,YCR091W,0
578,YCR092C,0
579,YCR093W,1
580,YCR094W,0
581,YCR095C,0
582,YCR096C,1
583,YCR097W,0
584,YCR098C,0
585,YCR099C,0
586,YCR100C,0
587,YCR101C,0
588,YCR105W,0
589,YCR106W,0
590,YCR107W,0
591,YDL001W,0
592,YDL002C,0
593,YDL003W,1
594,YDL004W,1
595,YDL005C,0
596,YDL006W,0
597,YDL007W,1
598,YDL008W,1
599,YDL011C,0
600,YDL012C,0
601,YDL013W,1
602,YDL014W,1
603,YDL015C,1
604,YDL016C,1
605,YDL017W,1
606,YDL019C,0
607,YDL020C,0
608,YDL022W,0
609,YDL023C,0
610,YDL024C,0
611,YDL025C,0
612,YDL026W,0
613,YDL027C,0
614,YDL028C,1
615,YDL029W,1
616,YDL030W,1
617,YDL031W,1
618,YDL035C,0
619,YDL036C,0
620,YDL037C,0
621,YDL040C,0
622,YDL041W,0
623,YDL042C,0
624,YDL043C,1
625,YDL044C,0
626,YDL045C,1
627,YDL045W-A,0
628,YDL046W,0
629,YDL047W,0
630,YDL049C,0
631,YDL050C,0
632,YDL051W,0
633,YDL052C,0
634,YDL053C,0
635,YDL054C,0
636,YDL055C,1
637,YDL056W,0
638,YDL058W,1
639,YDL059C,0
640,YDL060W,1
641,YDL061C,0
642,YDL062W,0
643,YDL063C,0
644,YDL064W,1
645,YDL065C,0
646,YDL066W,0
647,YDL067C,1
648,YDL069C,0
649,YDL070W,0
650,YDL071C,0
651,YDL072C,0
652,YDL073W,0
653,YDL074C,0
654,YDL075W,0
655,YDL076C,0
656,YDL077C,0
657,YDL078C,0
658,YDL079C,0
659,YDL080C,0
660,YDL081C,0
661,YDL082W,0
662,YDL084W,1
663,YDL085W,0
664,YDL086W,0
665,YDL087C,1
666,YDL088C,0
667,YDL089W,1
668,YDL090C,0
669,YDL091C,0
670,YDL092W,1
671,YDL093W,0
672,YDL094C,0
673,YDL095W,0
674,YDL096C,0
675,YDL097C,1
676,YDL098C,1
677,YDL099W,0
678,YDL100C,0
679,YDL101C,0
680,YDL102W,1
681,YDL103C,1
682,YDL104C,0
683,YDL105W,1
684,YDL106C,0
685,YDL108W,1
686,YDL110C,0
687,YDL111C,1
688,YDL112W,0
689,YDL113C,0
690,YDL114W,0
691,YDL115C,0
692,YDL116W,0
693,YDL117W,0
694,YDL118W,0
695,YDL119C,0
696,YDL121C,0
697,YDL123W,0
698,YDL124W,0
699,YDL125C,0
700,YDL126C,1
701,YDL127W,0
702,YDL128W,0
703,YDL129W,0
704,YDL130W,0
705,YDL131W,0
706,YDL132W,1
707,YDL133W,0
708,YDL134C,0
709,YDL135C,0
710,YDL137W,0
711,YDL138W,0
712,YDL139C,1
713,YDL140C,1
714,YDL143W,1
715,YDL144C,0
716,YDL145C,1
717,YDL146W,0
718,YDL147W,1
719,YDL148C,1
720,YDL149W,0
721,YDL150W,1
722,YDL153C,1
723,YDL154W,0
724,YDL155W,1
725,YDL156W,0
726,YDL157C,0
727,YDL158C,0
728,YDL159W,0
729,YDL159W-A,0
730,YDL160C,0
731,YDL161W,0
732,YDL162C,0
733,YDL164C,1
734,YDL165W,1
735,YDL166C,1
736,YDL167C,0
737,YDL168W,0
738,YDL171C,0
739,YDL172C,0
740,YDL173W,0
741,YDL175C,0
742,YDL176W,0
743,YDL178W,0
744,YDL179W,0
745,YDL180W,0
746,YDL181W,0
747,YDL183C,0
748,YDL185W,0
749,YDL186W,0
750,YDL188C,0
751,YDL189W,0
752,YDL190C,0
753,YDL191W,0
754,YDL192W,0
755,YDL193W,1
756,YDL195W,1
757,YDL196W,1
758,YDL198C,0
759,YDL199C,0
760,YDL200C,0
761,YDL201W,0
762,YDL202W,0
763,YDL203C,0
764,YDL204W,0
765,YDL206W,0
766,YDL207W,1
767,YDL208W,1
768,YDL209C,1
769,YDL210W,0
770,YDL211C,0
771,YDL212W,1
772,YDL213C,0
773,YDL214C,0
774,YDL215C,0
775,YDL216C,0
776,YDL217C,1
777,YDL218W,0
778,YDL219W,0
779,YDL220C,1
780,YDL221W,1
781,YDL223C,0
782,YDL224C,0
783,YDL225W,0
784,YDL226C,0
785,YDL229W,0
786,YDL230W,0
787,YDL231C,0
788,YDL232W,1
789,YDL233W,0
790,YDL235C,1
791,YDL236W,0
792,YDL237W,0
793,YDL238C,0
794,YDL239C,0
795,YDL240W,0
796,YDL241W,0
797,YDL243C,0
798,YDL245C,0
799,YDL246C,0
800,YDL248W,0
801,YDR001C,0
802,YDR002W,1
803,YDR003W,0
804,YDR004W,0
805,YDR005C,0
806,YDR006C,0
807,YDR007W,0
808,YDR009W,0
809,YDR010C,0
810,YDR012W,0
811,YDR013W,1
812,YDR016C,1
813,YDR017C,0
814,YDR018C,0
815,YDR020C,0
816,YDR021W,1
817,YDR022C,0
818,YDR023W,1
819,YDR024W,0
820,YDR026C,0
821,YDR027C,0
822,YDR028C,0
823,YDR030C,0
824,YDR031W,0
825,YDR032C,0
826,YDR034C,0
827,YDR036C,0
828,YDR037W,1
829,YDR038C,0
830,YDR039C,0
831,YDR040C,0
832,YDR041W,1
833,YDR042C,0
834,YDR043C,0
835,YDR044W,1
836,YDR045C,1
837,YDR046C,0
838,YDR049W,0
839,YDR050C,1
840,YDR051C,0
841,YDR052C,1
842,YDR054C,1
843,YDR055W,0
844,YDR056C,0
845,YDR060W,1
846,YDR061W,0
847,YDR062W,1
848,YDR063W,0
849,YDR066C,0
850,YDR067C,0
851,YDR068W,0
852,YDR069C,0
853,YDR070C,0
854,YDR071C,0
855,YDR072C,0
856,YDR073W,0
857,YDR074W,0
858,YDR075W,0
859,YDR076W,0
860,YDR077W,0
861,YDR078C,0
862,YDR079C-A,0
863,YDR079W,0
864,YDR080W,0
865,YDR081C,1
866,YDR082W,1
867,YDR084C,0
868,YDR085C,0
869,YDR086C,1
870,YDR087C,1
871,YDR088C,1
872,YDR091C,1
873,YDR092W,0
874,YDR093W,0
875,YDR095C,0
876,YDR096W,0
877,YDR097C,0
878,YDR098C,0
879,YDR099W,0
880,YDR100W,0
881,YDR101C,0
882,YDR102C,0
883,YDR103W,0
884,YDR104C,0
885,YDR105C,0
886,YDR106W,0
887,YDR107C,0
888,YDR108W,0
889,YDR110W,0
890,YDR111C,0
891,YDR113C,1
892,YDR115W,0
893,YDR116C,0
894,YDR118W,1
895,YDR119W,0
896,YDR120C,0
897,YDR121W,0
898,YDR122W,0
899,YDR123C,1
900,YDR126W,0
901,YDR127W,0
902,YDR128W,0
903,YDR129C,0
904,YDR130C,1
905,YDR131C,0
906,YDR132C,0
907,YDR133C,0
908,YDR135C,0
909,YDR136C,0
910,YDR137W,0
911,YDR138W,0
912,YDR139C,0
913,YDR140W,0
914,YDR141C,1
915,YDR142C,0
916,YDR143C,0
917,YDR144C,0
918,YDR145W,1
919,YDR146C,0
920,YDR148C,0
921,YDR150W,0
922,YDR151C,1
923,YDR152W,0
924,YDR155C,0
925,YDR156W,0
926,YDR158W,0
927,YDR159W,0
928,YDR160W,1
929,YDR162C,0
930,YDR164C,1
931,YDR165W,0
932,YDR166C,1
933,YDR167W,1
934,YDR168W,1
935,YDR169C,0
936,YDR170C,1
937,YDR170W-A,0
938,YDR171W,0
939,YDR172W,1
940,YDR173C,0
941,YDR174W,0
942,YDR175C,0
943,YDR176W,0
944,YDR177W,1
945,YDR178W,0
946,YDR179C,0
947,YDR180W,1
948,YDR181C,0
949,YDR183W,0
950,YDR184C,0
951,YDR186C,0
952,YDR188W,1
953,YDR189W,1
954,YDR190C,1
955,YDR192C,0
956,YDR194C,0
957,YDR195W,0
958,YDR196C,1
959,YDR198C,0
960,YDR200C,0
961,YDR201W,1
962,YDR202C,0
963,YDR205W,0
964,YDR206W,0
965,YDR207C,0
966,YDR208W,1
967,YDR211W,1
968,YDR212W,1
969,YDR213W,0
970,YDR214W,0
971,YDR215C,0
972,YDR216W,0
973,YDR217C,0
974,YDR218C,0
975,YDR219C,0
976,YDR221W,0
977,YDR223W,0
978,YDR224C,1
979,YDR225W,0
980,YDR226W,1
981,YDR227W,0
982,YDR228C,1
983,YDR229W,0
984,YDR231C,1
985,YDR233C,1
986,YDR235W,1
987,YDR236C,1
988,YDR237W,0
989,YDR238C,1
990,YDR239C,0
991,YDR240C,1
992,YDR242W,0
993,YDR243C,1
994,YDR244W,0
995,YDR245W,0
996,YDR246W,1
997,YDR247W,0
998,YDR249C,0
999,YDR250C,0
1000,YDR251W,0
1001,YDR252W,0
1002,YDR253C,0
1003,YDR254W,0
1004,YDR255C,0
1005,YDR256C,0
1006,YDR259C,0
1007,YDR260C,0
1008,YDR261W-A,0
1009,YDR261W-B,0
1010,YDR262W,0
1011,YDR263C,0
1012,YDR264C,0
1013,YDR265W,0
1014,YDR266C,0
1015,YDR267C,1
1016,YDR268W,0
1017,YDR269C,0
1018,YDR270W,0
1019,YDR271C,0
1020,YDR273W,0
1021,YDR274C,0
1022,YDR275W,0
1023,YDR276C,0
1024,YDR277C,0
1025,YDR279W,0
1026,YDR280W,1
1027,YDR281C,0
1028,YDR283C,0
1029,YDR284C,0
1030,YDR285W,0
1031,YDR286C,0
1032,YDR287W,0
1033,YDR288W,1
1034,YDR289C,0
1035,YDR290W,0
1036,YDR291W,0
1037,YDR292C,1
1038,YDR293C,0
1039,YDR295C,0
1040,YDR296W,0
1041,YDR297W,0
1042,YDR298C,0
1043,YDR299W,1
1044,YDR300C,0
1045,YDR301W,1
1046,YDR303C,1
1047,YDR304C,0
1048,YDR305C,0
1049,YDR306C,0
1050,YDR307W,0
1051,YDR308C,1
1052,YDR309C,0
1053,YDR310C,0
1054,YDR311W,1
1055,YDR312W,0
1056,YDR313C,0
1057,YDR314C,0
1058,YDR315C,0
1059,YDR316W,0
1060,YDR317W,0
1061,YDR318W,0
1062,YDR319C,0
1063,YDR320C,0
1064,YDR321W,0
1065,YDR322C-A,0
1066,YDR322W,0
1067,YDR323C,1
1068,YDR324C,1
1069,YDR326C,0
1070,YDR327W,1
1071,YDR328C,1
1072,YDR329C,0
1073,YDR330W,0
1074,YDR331W,1
1075,YDR332W,0
1076,YDR333C,0
1077,YDR334W,0
1078,YDR335W,0
1079,YDR337W,0
1080,YDR339C,1
1081,YDR340W,0
1082,YDR341C,1
1083,YDR342C,0
1084,YDR343C,0
1085,YDR344C,0
1086,YDR345C,0
1087,YDR346C,0
1088,YDR347W,0
1089,YDR348C,0
1090,YDR349C,0
1091,YDR350C,0
1092,YDR351W,0
1093,YDR353W,1
1094,YDR356W,1
1095,YDR357C,0
1096,YDR359C,0
1097,YDR361C,1
1098,YDR362C,1
1099,YDR363W,0
1100,YDR363W-A,0
1101,YDR364C,1
1102,YDR365C,1
1103,YDR366C,0
1104,YDR367W,1
1105,YDR368W,0
1106,YDR369C,0
1107,YDR370C,0
1108,YDR371W,0
1109,YDR372C,0
1110,YDR373W,1
1111,YDR374C,0
1112,YDR376W,1
1113,YDR377W,0
1114,YDR378C,1
1115,YDR379W,0
1116,YDR380W,0
1117,YDR381W,1
1118,YDR382W,0
1119,YDR383C,0
1120,YDR384C,0
1121,YDR386W,0
1122,YDR387C,0
1123,YDR388W,0
1124,YDR389W,1
1125,YDR390C,1
1126,YDR392W,0
1127,YDR394W,1
1128,YDR395W,1
1129,YDR397C,1
1130,YDR398W,1
1131,YDR399W,0
1132,YDR400W,0
1133,YDR403W,0
1134,YDR404C,1
1135,YDR405W,0
1136,YDR406W,0
1137,YDR407C,1
1138,YDR408C,0
1139,YDR409W,0
1140,YDR410C,0
1141,YDR412W,1
1142,YDR413C,1
1143,YDR414C,0
1144,YDR415C,0
1145,YDR416W,1
1146,YDR419W,0
1147,YDR421W,0
1148,YDR422C,0
1149,YDR423C,0
1150,YDR424C,0
1151,YDR425W,0
1152,YDR427W,1
1153,YDR428C,0
1154,YDR429C,1
1155,YDR430C,0
1156,YDR431W,0
1157,YDR432W,1
1158,YDR433W,0
1159,YDR435C,0
1160,YDR436W,0
1161,YDR438W,0
1162,YDR439W,0
1163,YDR440W,0
1164,YDR441C,0
1165,YDR442W,0
1166,YDR443C,0
1167,YDR444W,0
1168,YDR445C,0
1169,YDR446W,0
1170,YDR448W,0
1171,YDR449C,1
1172,YDR450W,0
1173,YDR452W,0
1174,YDR453C,0
1175,YDR454C,1
1176,YDR455C,0
1177,YDR456W,0
1178,YDR457W,0
1179,YDR459C,0
1180,YDR460W,1
1181,YDR461W,0
1182,YDR462W,0
1183,YDR463W,0
1184,YDR464W,1
1185,YDR465C,0
1186,YDR466W,0
1187,YDR468C,1
1188,YDR469W,0
1189,YDR472W,1
1190,YDR473C,1
1191,YDR475C,0
1192,YDR477W,0
1193,YDR478W,1
1194,YDR479C,0
1195,YDR480W,0
1196,YDR482C,0
1197,YDR483W,0
1198,YDR484W,0
1199,YDR485C,0
1200,YDR487C,1
1201,YDR488C,0
1202,YDR489W,1
1203,YDR490C,0
1204,YDR492W,0
1205,YDR496C,0
1206,YDR497C,0
1207,YDR498C,1
1208,YDR499W,1
1209,YDR500C,0
1210,YDR501W,0
1211,YDR502C,0
1212,YDR503C,0
1213,YDR504C,0
1214,YDR505C,1
1215,YDR506C,0
1216,YDR507C,0
1217,YDR508C,0
1218,YDR509W,0
1219,YDR510W,1
1220,YDR511W,0
1221,YDR512C,0
1222,YDR513W,0
1223,YDR514C,0
1224,YDR515W,0
1225,YDR516C,0
1226,YDR517W,0
1227,YDR520C,0
1228,YDR522C,0
1229,YDR523C,0
1230,YDR524C,0
1231,YDR526C,1
1232,YDR527W,1
1233,YDR528W,0
1234,YDR529C,0
1235,YDR530C,0
1236,YDR531W,1
1237,YDR532C,1
1238,YDR533C,0
1239,YDR534C,0
1240,YDR536W,0
1241,YDR538W,0
1242,YDR541C,0
1243,YDR542W,0
1244,YDR545W,0
1245,YEL002C,1
1246,YEL003W,0
1247,YEL004W,0
1248,YEL005C,0
1249,YEL006W,0
1250,YEL008W,0
1251,YEL009C,0
1252,YEL011W,0
1253,YEL012W,0
1254,YEL013W,0
1255,YEL015W,0
1256,YEL016C,0
1257,YEL017C-A,0
1258,YEL017W,0
1259,YEL018W,0
1260,YEL019C,1
1261,YEL020C,0
1262,YEL020W-A,1
1263,YEL021W,0
1264,YEL022W,0
1265,YEL023C,0
1266,YEL024W,0
1267,YEL026W,1
1268,YEL027W,0
1269,YEL030W,0
1270,YEL031W,0
1271,YEL032W,1
1272,YEL034W,1
1273,YEL036C,0
1274,YEL037C,0
1275,YEL038W,0
1276,YEL039C,0
1277,YEL041W,0
1278,YEL042W,0
1279,YEL043W,0
1280,YEL046C,0
1281,YEL047C,0
1282,YEL048C,0
1283,YEL049W,0
1284,YEL050C,0
1285,YEL051W,0
1286,YEL053C,0
1287,YEL054C,0
1288,YEL055C,1
1289,YEL056W,0
1290,YEL057C,0
1291,YEL058W,1
1292,YEL059W,0
1293,YEL060C,0
1294,YEL061C,0
1295,YEL062W,0
1296,YEL063C,0
1297,YEL064C,0
1298,YEL065W,0
1299,YEL066W,0
1300,YEL068C,0
1301,YEL069C,0
1302,YEL070W,0
1303,YEL071W,0
1304,YEL072W,0
1305,YEL074W,0
1306,YEL075C,0
1307,YEL077C,0
1308,YER001W,0
1309,YER002W,0
1310,YER003C,1
1311,YER004W,0
1312,YER005W,1
1313,YER006W,1
1314,YER007C-A,0
1315,YER007W,0
1316,YER008C,1
1317,YER009W,1
1318,YER010C,0
1319,YER011W,0
1320,YER012W,1
1321,YER013W,1
1322,YER014W,0
1323,YER015W,0
1324,YER016W,1
1325,YER017C,0
1326,YER018C,1
1327,YER019C-A,1
1328,YER019W,0
1329,YER020W,0
1330,YER021W,1
1331,YER022W,1
1332,YER023W,1
1333,YER025W,1
1334,YER026C,1
1335,YER027C,0
1336,YER028C,0
1337,YER029C,1
1338,YER030W,0
1339,YER031C,0
1340,YER032W,0
1341,YER033C,0
1342,YER035W,0
1343,YER036C,1
1344,YER037W,0
1345,YER038C,1
1346,YER040W,0
1347,YER041W,0
1348,YER043C,1
1349,YER044C,0
1350,YER045C,0
1351,YER047C,0
1352,YER048C,0
1353,YER049W,0
1354,YER051W,0
1355,YER052C,0
1356,YER053C,0
1357,YER054C,0
1358,YER055C,0
1359,YER056C,0
1360,YER057C,0
1361,YER058W,0
1362,YER059W,0
